,date_hour,date,hour,timestamp,position_x,position_y,position_z,latitude,longitude,altitude,speed,acceleration
1745,2023-07-27 22:21:17.000000,27/07/2023,22:21:17:000000,1690507277000000.0,3746505.789,-4237626.5,-2937486.005,-27.601897005196648,-48.51994843358481,10.21120673574976,11.003231025476108,13.618847932185748
1746,2023-07-27 22:21:17.038461,27/07/2023,22:21:17:038461,1690507277038462.0,3746505.584,-4237626.685,-2937486.008,-27.601897017414622,-48.5199512305507,10.215092077495806,11.081013852531726,10.135593914517294
1747,2023-07-27 22:21:17.076923,27/07/2023,22:21:17:076923,1690507277076923.0,3746505.378,-4237626.871,-2937486.011,-27.601897029269516,-48.519954041814906,10.219054376085401,11.10925141492441,7.725118575141743
1748,2023-07-27 22:21:17.115385,27/07/2023,22:21:17:115385,1690507277115384.0,3746505.173,-4237627.057,-2937486.012,-27.601897022360664,-48.519956845490185,10.222677011052813,11.087588421293423,5.429797233783229
1749,2023-07-27 22:21:17.153846,27/07/2023,22:21:17:153846,1690507277153846.0,3746504.967,-4237627.243,-2937486.011,-27.601897002226913,-48.51995965675438,10.224786030798873,11.059148158877338,8.094923656218135
1750,2023-07-27 22:21:17.192308,27/07/2023,22:21:17:192308,1690507277192308.0,3746504.763,-4237627.427,-2937486.008,-27.60189696682491,-48.51996243942196,10.225814521831245,10.906083944294577,8.514312479584008
1751,2023-07-27 22:21:17.230769,27/07/2023,22:21:17:230769,1690507277230769.0,3746504.562,-4237627.609,-2937486.004,-27.60189692138238,-48.519965185903985,10.226812783529347,10.863812866576819,7.917132372267121
1752,2023-07-27 22:21:17.269231,27/07/2023,22:21:17:269231,1690507277269231.0,3746504.361,-4237627.793,-2937485.998,-27.601896853680618,-48.519967945804794,10.228212246874842,10.952974983994075,11.483391876967362
1753,2023-07-27 22:21:17.307692,27/07/2023,22:21:17:307692,1690507277307692.0,3746504.165,-4237627.955,-2937485.939,-27.601896417197622,-48.51997052015437,10.193384102013692,11.039805433068103,10.76894632728755
1754,2023-07-27 22:21:17.346154,27/07/2023,22:21:17:346154,1690507277346154.0,3746503.961,-4237628.142,-2937485.935,-27.601896364400908,-48.51997332295011,10.195941075292767,11.07422195912652,9.897511505423976
1755,2023-07-27 22:21:17.384615,27/07/2023,22:21:17:384615,1690507277384616.0,3746503.756,-4237628.33,-2937485.933,-27.60189632723537,-48.519976140044164,10.199501656879772,11.18975629761435,16.521855495070763
1756,2023-07-27 22:21:17.423077,27/07/2023,22:21:17:423077,1690507277423077.0,3746503.55,-4237628.522,-2937485.933,-27.60189629630364,-48.51997899156469,10.20605760968238,11.375265139767073,14.615035648263058
1757,2023-07-27 22:21:17.461539,27/07/2023,22:21:17:461539,1690507277461538.0,3746503.343,-4237628.719,-2937485.933,-27.601896252478998,-48.519981884221096,10.215346201288787,11.446181066189718,8.824672741807484
1758,2023-07-27 22:21:17.500000,27/07/2023,22:21:17:500000,1690507277500000.0,3746503.135,-4237628.916,-2937485.933,-27.601896211423718,-48.51998478446641,10.224047832299142,11.44542589858499,7.1575133950276335
